,Tiếng Việt,Kon Tum,Gia Lai,Bình Định
16118,khan hiếm,,"ưh kơ đe`i lơ, ưh kơ mah",
16119,khan tiếng,kơmlo,"B`ro, b`âr kher",
16120,khan tiếng,kơmlo,"B`ro, b`âr kher",
16121,khán giả,,Bơngai lăng,
16122,kháng chiến,,Tơblah wẽi teh đak,
16123,khao khát,,Ameh wă,
16124,khảo sát,,Chă năng,
16125,khát,hal,"ol, Khor","lơhing, thu"
16126,khát,hal,"ol, Khor","lơhing, thu"
16127,khát cổ,,Khor hơlõng,
16128,khát nước,,Khor kơ đak,
16129,khắc đẽo,,Chraih,
16130,khắc khổ,,Tơnat,
16131,khắc nghiệt,,Hrat pơmat tat,
16132,khắc phục,,Hu`t lễ,
16133,khăn,,Kơn,chê 
16134,khăn mặt,,Kơn se`o,
16135,khăn nhiễu,,Che nhêu,
16136,khăn quàng,,Kỡt kơn,
16137,khăng khít,,B`lẽp klẽp,
16138,khẳng khiu,,Hrêu hrao,
16139,khắp,,Jỡp,jơ̆p
16140,khắp nơi,"pơjơ̆p, jơp, jợjơp",Jỡp jang,"jơ̆p jang, jơ̆p"
16141,khẩn cấp,,"jah tơ te`nh, Jah te`nh",
16142,khẩn cấp,,"jah tơ te`nh, Jah te`nh",
16143,khập khiễng,pơlẽng khẽo,Djol kho`i,
16144,khâ u,,Khuen,
16145,khâu,,Sĩt,sĭt
16146,khâu áo,,Sĩt ao,
16147,khâu dao,,Khuen săng,
16148,khâu rựa,,"khuen rơ, Khuen tơgăk, khuen lơ bâk",
16149,khâu rựa,,"khuen rơ, Khuen tơgăk, khuen lơ bâk",
16150,khâu rựa,,"khuen rơ, Khuen tơgăk, khuen lơ bâk",
16151,khâu vá,,Sĩt,
16152,khen,,Bơnê,
16153,khen giỏi,,Hôn rơgẽi,
16154,khen ngợi,,Hôn,bơne
16155,khen thưởng,,Hơ păh pơ nê,
16156,khéo,,Juen,biêh
16157,khéo tay,,Rơgẽi jang,
16158,khê,,Khôi,
16159,khều,,hrep,
16160,khí,ret,Ayuh,
16161,khí hậu,,Pơyan anăr,
16162,khí phách,,Jơ hngâm,
16163,khí trời,,Ayuh anăr,
16164,khí tượng,,Ayuh pơyan,
16165,khiêm tốn,pơxruh,"pơ jruh, ưh pơ ư",
16166,khiêm tốn,pơxruh,"pơ jruh, ưh pơ ư",
16167,khiêng,,Tung,tung
16168,khiêng cây,,Tung along,
16169,khiếp sợ,,"kơmăp, Hli tơrơ, tăr wăr",
16170,khiếp sợ,,"kơmăp, Hli tơrơ, tăr wăr",
16171,khiếp sợ,,"kơmăp, Hli tơrơ, tăr wăr",
16172,khiếp vía,rơ-ot,Brỡt,
16173,khinh bỉ,,"hơ reh, areh, Anhẽp măt",
16174,khinh bỉ,,"hơ reh, areh, Anhẽp măt",
16175,khinh bỉ,,"hơ reh, areh, Anhẽp măt",
16176,kho,,"kho, Sum",kŭ sum 
16177,kho,,"kho, Sum",kŭ sum 
16178,kho đạn,,Kho b`rum phao,
16179,kho gạo,,Sum phe,
16180,kho lúa,,Sum b`a,
16181,kho xăng,,Kho đak xăng,
16182,khó hiểu,,Sơleng,
16183,khó khăn,"pơhal, tơblă tơblẽnh, tơnap tap",Tơnat,
16184,khó tính,,"pơkoh, Khẽnh, mơkoh",nưih pơdŏk
16185,khó tính,,"pơkoh, Khẽnh, mơkoh",nưih pơdŏk
16186,khó tính,,"pơkoh, Khẽnh, mơkoh",nưih pơdŏk
16187,khoá,khoă,Khuă,
16188,khoá cửa,,Khuă amăng,
16189,khoác lác,"pơtrẽn, kơdren",Pơ ư,
16190,khoai,,B`um khoai,
16191,khoai môn,rơbua,B`um chrõu,trău
16192,khoai lang,,B`um dăng,bunh bơ̆k
16193,khoai sọ,,B`um chrõu,
16194,khoan,kuer,Kuer,
16195,khoan giếng,,Kuer đak,
16196,khoan gỗ,,Kuer along,
16197,khoan hồng,,Achăng ăn,
16198,khoan khoái,,Chhôk,
16199,khoán,,Hơgăt,
16200,khoảng cách,,Kơ plah wah,
16201,khóc,"nhơ̆m, nhĭm","Nhỡm- Oh nhỡm lơ dêh., Hmoi",nhĭm
16202,khóc,"nhơ̆m, nhĭm","Nhỡm- Oh nhỡm lơ dêh., Hmoi",nhĭm
16203,khóc người chết,,Hmoi bơngai lôch,
16204,khoe,hơno,"jon, Pơ ư, pơ ang","anhơl, pơ-ang"
16205,khoe,hơno,"jon, Pơ ư, pơ ang","anhơl, pơ-ang"
16206,khoe,hơno,"jon, Pơ ư, pơ ang","anhơl, pơ-ang"
16207,khoe sự thích,,Pơ anheng,
16208,khoẻ,,"grăng, Pran",
16209,khoẻ,,"grăng, Pran",
16210,khoẻ mạnh,,"grăng akâu, Arăng grăng",
16211,khoẻ mạnh,,"grăng akâu, Arăng grăng",
16212,khoét,cheo,Bõk,cheu 
16213,khoét lỗ,,Bõk trôm,
16214,khoét ống,,Chok đing,
16215,khoét rãnh,,Chok,
16216,khỏi,,Klaih,klaih
16217,khỏi bệnh,,Klaih đơng bơlo`,
16218,khỏi lo,,Huai,
16219,khói,"nhui, ŏl, glŭng glăng",Anhui,nhui 
16220,khói lửa,,Anhui u`nh,
16221,khói thuốc,,Anhui hơ`t,
16222,khóm,,Tơnơm,tơnơm
16223,khóm chuối,,Tơnơm prit,
16224,khóm tre,,Tơnơm kram,
16225,khô,"hrĕng, kro","Hre`ng, khor, Phang, Kro",sriêng
16226,khô,"hrĕng, kro","Hre`ng, khor, Phang, Kro",sriêng
16227,khô,"hrĕng, kro","Hre`ng, khor, Phang, Kro",sriêng
16228,khô,"hrĕng, kro","Hre`ng, khor, Phang, Kro",sriêng
16229,khô khan,,B`roih,sriêng sreh
16230,khô kiệt,,Hre`ng kro,
16231,khô ráo,kro krĕnh,"Hre`ng, hrẽng khot",
16232,khô ráo,kro krĕnh,"Hre`ng, hrẽng khot",
16233,khổ,,"hrat, Pơmat",hrap tơnat
16234,khổ,,"hrat, Pơmat",hrap tơnat
16235,khổ cực,"anat anot, pơ-a pơ-ot",Pơmat tat,
16236,khổ quá,,Rơpang,
16237,không nản,,ưh kơhăl,
16238,chiều,,"Kơxỡ, ưh kơhăl",kơsơ̆ 
16239,không nghe,chơlŏng,ưh kơ mỡng,
16240,không ngờ,"kơ-ê, ê, rau kơ","pă b`lõk, ưh kơê",
16241,không ngờ,"kơ-ê, ê, rau kơ","pă b`lõk, ưh kơê",
16242,không nhớ,,ưh kơb`lo`k,
16243,không nói,,ưh pơma,
16244,không sao,,Huai,
16245,không thành,,Pă jing,
16246,không thành công,,ưh kơ jing,
16247,không thay đổi,,ưh tơplih,
16248,không thắng,,ưh kơ jẽi,
16249,không thấy,,Pă b`ôh,
16250,không thèm,,"kuă, Pă rơhing",
16251,không thèm,,"kuă, Pă rơhing",
16252,không thích,,Kuă,
16253,không thiếu,,"B`ơ b`ang, ưh kơ thiu",
16254,không thiếu,,"B`ơ b`ang, ưh kơ thiu",
16255,không thoát,,Ưh kơ klaih,
16256,không thương,,"ưh kơ mơnat, ưh kơ 'mêm",
16257,không thương,,"ưh kơ mơnat, ưh kơ 'mêm",
16258,không tìm,,Ưh kơ chă,
16259,không tốt,,"chữ kơnể`, ưh kơ alơng, Pã alâng",
16260,không tốt,,"chữ kơnể`, ưh kơ alơng, Pã alâng",
16261,không tốt,,"chữ kơnể`, ưh kơ alơng, Pã alâng",
16262,không tự tin,,ưh pỡn,
16263,không uống,,ưh kơ et,
16264,không vội,,ưh kơ hăt hot,
16265,khuôn thước,,Hno`ng tơdra,
16266,khuya,,Kơmăng,anong măng
16267,khuyên,,"khan, Bơtho ",
16268,khuyên,,"khan, Bơtho ",
16269,khuyên làm,,Athẽi pơm,
16270,khuyên răn,,Bơtho ha,
16271,khuyên tai,gŏp,Gõp,gŏp
16272,khuyến khích,,Wă kơ hâr,
16273,khư khư,,Tơng li`ng,
16274,khướu giác,,Muh b`õu,
16275,khửu tay,,Kul keng,
16276,kì cọ,,Hơpẽch,apach
16277,kì dị,,Chrih chrai,
16278,kì diệu,,Alâng ro`,
16279,kì đà,,Ngơkõt,
16280,kì lạ,,Hlĩch chrơp,krăi krăi
16281,kì quái,,Kơnễ` tể`,
16282,kí kết,,Ki kơ jăp,
16283,kia,to,Anoh,"mă noh, tơ to"
16284,kilômét,,Jăl trong,
16285,kim khâu,,Jru ̆ m,
16286,kim tiêm,,Jru ̆ m bet pơgang,
16287,kìm,kim,Kep,
16288,kín,"klĭp, pơxrep",Hlơp,sil
16289,kín đáo,hrep,"Hlơp hle ̆ p, hre ̆ p hlơp",
16290,kín đáo,hrep,"Hlơp hle ̆ p, hre ̆ p hlơp",
16291,kinh doanh,,Pơdro,
16292,kinh hoàng,,Bral brơt,
16293,kinh nghiệm,,Tơdrong juăt,
16294,kính,,Măt mi ̆ l,
16295,kính tặng,,Song ăn,
16296,kính trọng,"kah, jom",Hli yom,
16297,kịp,,"Tam, tom","tam, wă nưih"
16298,kịp,,"Tam, tom","tam, wă nưih"
16299,kịp thời,hơmau,Jah tơ tơm,"wă nưih, tơtam"
16300,kít,,Krơt,
16301,kĩu kịt,,Ket kot,
16302,kỳ cọ,"apĕch, hơpĕch, jrôt",Lơ li ̆,
16303,kỳ nhông,,Mơkue ̆ i,mơkuôi
16304,kỷ nguyên,,Jăl sơnăm,
16305,kỹ,"pơ'mẽng, hơmet",Hơlen,
16306,kỹ càng ,,Hơlen,
16307,kỹ lưỡng ,,Hơlen,
16308,ký kết,,Tơnen,
16309,la,,"Hil, lach, hơdrăi",
16310,la,,"Hil, lach, hơdrăi",
16311,la,,"Hil, lach, hơdrăi",
16312,la bàn,,"jơnăng dor, Jơlăng trong",
16313,la bàn,,"jơnăng dor, Jơlăng trong",
16314,la hét,hơder,"tơke ̆ ch, Hơmrăi",krau awah
16315,la hét,hơder,"tơke ̆ ch, Hơmrăi",krau awah
16316,la liệt,"rơhuei rơhuay, rơtũk rơtăk, rơtỡk rơtăk, prêt prat, prêl pral",Ke ̆ t keng,
16317,là,jĭ,Uih,la
16318,lá,,Hla,hla
16319,lá cải,,Hla sơbe ̆ i,
16320,lá chắn,,Khêl,
16321,lá cọ,,Hla chrah,
16322,lá đa,,Hla jri,
16323,lá é,,Hla e ̆ ch,
16324,lá lách,"kop, kơng, bla","Bla, kơ ̆ ng",
16325,lá lách,"kop, kơng, bla","Bla, kơ ̆ ng",
16326,lá mía,,Hla kơtao,
16327,lá lúa,,Hla ba,
16328,lá rìu,,Tar sung,
16329,lá thư,kơthơ,Thơ,
16330,lá trầu,,Hla bơlo ̆ u,
16331,lá tre,,Hla kram,
16332,lạ,,"hli ̆ ch, Chrih",krăi
16333,lạ,,"hli ̆ ch, Chrih",krăi
16334,lạ lùng,,"chrih, Hli ̆ ch hlăch",
16335,lạ lùng,,"chrih, Hli ̆ ch hlăch",
16336,lác đác,hiŏl hiĕch,Hu ̆ i ho ̆,
16337,lạc,,"Wơ ̆ l, Bum ngô",
16338,lạc,,"Wơ ̆ l, Bum ngô",
16339,lạc đường,,Jrok,wêng trong
16340,lạc lốì,,Jrok,
16341,lách,"răp răp, 'deh",Kơle ̆ ch,
16342,lai,,Chơ nglai,
16343,lai áo,,Chơ nglai ao,
16344,lai láng,,Hơlêm hơlam,
16345,lai quần,,"Chơnglai hơbe ̆ n, chơnglai sôm",
16346,lai quần,,"Chơnglai hơbe ̆ n, chơnglai sôm",
16347,lai váy,,Chơnglai hơbăn,
16348,lãi,,Lơi,
16349,lái,git,"wơ ̆ r, Huơ ̆ r",
16350,lái,git,"wơ ̆ r, Huơ ̆ r",
16351,lái xe,,"wơ ̆ r gre, Huơ ̆ r gre",
16352,lái xe,,"wơ ̆ r gre, Huơ ̆ r gre",
16353,lại,,Te ̆ nh tơ o ̆ u,
16354,lại gần,,Thar,
16355,làm,"nho, chơlŭt chơlăt, pơm","pơm, Jang",pơm
16356,làm,"nho, chơlŭt chơlăt, pơm","pơm, Jang",pơm
16357,làm ẩu,'nhiu 'nhau,Jang brit,
16358,làm bài,,Pơm bai,
16359,làm bếp,,Tuh tơnuh,
16360,làm bộ,"bơnhan, bowgrữ, pơnhan, pơnhong",Pơpơm,
16361,làm cỏ,,Choh anhie ̆ t,
16362,làm cho,,Jang ăn,
16363,làm chứng,pơgey,Băt bôh,
16364,làm công,,Jang apah,
16365,làm dấu,,Tơdra,
16366,làm đại,lŭt lăt,Pơchrơ ̆ m,
16367,làm đồng,,Jang mir,
16368,làm đủ,,Pơ tôm,
16369,làm giúp,,"jang togu ̆ m, Jang gu ̆ m",
16370,làm giúp,,"jang togu ̆ m, Jang gu ̆ m",
16371,làm hại,"chơbôi, gronh, bơrăm, pơrăm",Brơh,
16372,làm hết,,Jang pơđi ̆,
16373,làm lông,,Pơm so ̆ k,
16374,làm hơn,,Jang hloh,
16375,làm khoán,,Jang hơgăt,
16376,làm lễ,,Pơm lê,
16377,làm mất,,Tơhiong,
16378,làm ngay,hơnhok,"Jang amăng tăm, jang hloi",
16379,làm ngay,hơnhok,"Jang amăng tăm, jang hloi",
16380,làm ngơ,,Amơng,
16381,làm nhà,,Pơm hnam,
16382,làm nhẹ,adrơ̆,Jang hơiơch,
16383,làm nhiều,,Jang lơ,
16384,làm nhục,ptf'mê,Pơjăm,
16385,làm nông,,Bơngai jang mir na,
16386,làm oai,,Pơro ̆,
16387,làm phép,,Sơkat,
16388,làm phiền,"pơ-ap, pơjơ̆l","Pơhrat, pơhrơ",
16389,làm phiền,"pơ-ap, pơjơ̆l","Pơhrat, pơhrơ",
16390,làm ra,,Pơjing,pơlêch
16391,làm rẫy,,Jang mir,
16392,làm sạch,pơglưh,Pơanguaih,
16393,làm thịt,,Pơm anhe ̆ m,
16394,làm thuê,,Jang kơđe,
16395,làm thuốc,,Pơm pơgang,
16396,làm to,,Jang tih,
16397,làm toán,,Ti ̆ nh,
16398,làm tốt,,Bơ ̆  jang alâng,
16399,làm trước,,Jang adrol,
16400,làm việc,jang,"jang, Bơ ̆  jang",
16401,làm việc,jang,"jang, Bơ ̆  jang",
16402,làm vườn,,Pơm pơgar,
16403,lang ben,'bơm hrah,Lak,
16404,lang thang,"prang, nơng, klêl, nuôk nuôk, ngê̆ ngê̆","rah rơp, Năm kư ̆  kă",
16405,lang thang,"prang, nơng, klêl, nuôk nuôk, ngê̆ ngê̆","rah rơp, Năm kư ̆  kă",
16406,làng,pơlei,Pơle ̆ i,pơlĕi
16407,làng cu ̆,,Pơle ̆ i so,
16408,làng hoang,,Kơtu,
16409,làng mới,,Pơle ̆ i anau,
16410,làng thanh niên,,Ple ̆ i tơdăm,
16411,làng tôi,,Pơle ̆ i nhôn,
16412,làng văn hóa,,Pơle ̆ i gơh rơge ̆ i,
16413,láng cháng,,Chơvơ,
16414,láng giềng,,"Tơ jê ̆  , lâm kueng",
16415,láng giềng,,"Tơ jê ̆  , lâm kueng",
16416,lanh lẹ,hơbĕch,Hơ bech,
16417,lanh lợi,hơbaih,Hơbal hơbe ̆ ch,
16418,lành,,Klaih,ară tôm
16419,lãnh đạo,tơnũl,"Pơgơ ̆ r, kơdră",
16420,lãnh đạo,tơnũl,"Pơgơ ̆ r, kơdră",
16421,lánh né,,Glech gloch,
16422,lạnh,tơngẽt ,"Sơngie ̆ u, tơngie ̆ t","lơngoh, tơngiêt"
16423,lạnh,tơngẽt ,"Sơngie ̆ u, tơngie ̆ t","lơngoh, tơngiêt"
16424,lạnh buốt,bơbrĕt,"Tơngie ̆ t chre ̆ m, sơngie ̆ o, tơngie ̆ t hiom",
16425,lạnh buốt,bơbrĕt,"Tơngie ̆ t chre ̆ m, sơngie ̆ o, tơngie ̆ t hiom",
16426,lạnh buốt,bơbrĕt,"Tơngie ̆ t chre ̆ m, sơngie ̆ o, tơngie ̆ t hiom",
16427,lạnh cóng,găng,Tơngie ̆ t guam,sơhngeu
16428,lạnh giá,hơheo,Tơngie ̆ t gro,
16429,lạnh lẽo,,Tơngie ̆ t gơ gleng,sơhngeu sơngot
16430,lạnh ngắt,"'bơ'blĕk, he heo","Hier tơngie ̆ t, hơngie ̆u",
16431,lạnh ngắt,"'bơ'blĕk, he heo","Hier tơngie ̆ t, hơngie ̆u",
16432,lạnh nhạt,,ưh kơ praih,
16433,lao,,"Hiang, Kơdâu hraih",
16434,lao,,"Hiang, Kơdâu hraih",
16435,lao dịch,,Jang đe ̆ch,
16436,lao động,,Jang,
16437,lao khổ,,Jang hrat,
16438,lao tới,,Tơluh,
16439,lao vút,,Kơdâu he ̆nh,
16440,lảo đảo,"cheng nhrĕ, teng nhrẽ, chôl ngôl, chêng grêng chê grê̆, têng nhrễ tang nhră, chêng ngrê̆",Anhanh anhap,
16441,láo,,Hơle ̆nh,
16442,láo toét,,Hơle ̆nh hơleo,
16443,lạo xạo,,Hiao hiao,
16444,lát nữa,kơnh,Kơnh,
16445,lạt,"tẽch, tơmar",Tơlak,
16446,lau,,"Chhut, sut, Along trang","trang, sut"
16447,lau,,"Chhut, sut, Along trang","trang, sut"
16448,lau,,"Chhut, sut, Along trang","trang, sut"
16449,lau bàn,,Chhut kơ bang,
16450,lau bảng,,Chhut kơ hang găm,
16451,lau ghế,,Chhut tang do ̆,
16452,lau nhà,,"Chhut hnam, sut hnam",
16453,lau nhà,,"Chhut hnam, sut hnam",
16454,lay,,Gơgu ̆,rơ̆u
16455,lắc,"tơtreh, kơxŭ",Tơtreh,ngĕnh ngĕnh
16456,lắc đầu,'ngĭl 'ngĭl,Tơtreh kơl,
16457,lắc lư,,Glư đưk,kleng năm kleng sưt
16458,lặc lè,,Gil gu ̆l,
16459,lắm,,Dêh - Sư pơma dêh.,"dêh, adrin, tơpă"
16460,lăn,,"Gro ̆ l, tơgro ̆ l",hniễ
16461,lăn,,"Gro ̆ l, tơgro ̆ l",hniễ
16462,lăn bánh xe,,Gro ̆ l jâng gre,
16463,lăn cây,,Gro ̆ l along,
16464,lăn đá,,Gro ̆ l tơmo,
16465,lăn tăn,,Rorte ̆n rơte ̆n,
16466,lặn,rơngăm,Môch,muôĭ
16467,lặn nước,,Môch đak,
16468,lắng nghe,"păng, lăn păng","Mơmâng, pơmâng",
16469,lắng nghe,"păng, lăn păng","Mơmâng, pơmâng",
16470,lặng im,,The ̆ ng hreh,
16471,lặng lẽ,,Ngăn hreh,
16472,lặng ngắt,,Hreh tơte ̆ ng,
16473,lặng yên,,Ngăn the ̆ng,
16474,lắp,,Tah,
16475,lắp ghép,,Tah pơgop,
16476,lắp hòm,,Gôp,
16477,lắt chắt,,We ̆ nh dơve ̆nh,
16478,lắt léo,,"Ưh torpa ̆ t, blơ ̆ ble ̆ch",
16479,lắt léo,,"Ưh torpa ̆ t, blơ ̆ ble ̆ch",
16480,lặt vặt,pơdŭng pơdăng,Ưh tơdrong,
16481,lầm lối,,Wơ ̆l jrok,
16482,lấm,,Trôk,
16483,lấm lem,,Trôk klep,
16484,lấm tấm,,Brang brah,
16485,lần đầu tiên,,Tom gơgo ̆ nh,
16486,lần lộn,,Hrou hre ̆k,
16487,lấn,"rơchũk rơchăk, tơhnet ","lơlu ̆t, Chur",
16488,lấn,"rơchũk rơchăk, tơhnet ","lơlu ̆t, Chur",
16489,lâng lâng,,Hơch hơch,
16490,lấp,kơlơ̆p,Bu ̆,bŭ
16491,lấp bóng,,Blưnhip,
16492,lấp đất,,Kơdeh,
16493,lấp đi,,Gơlơ ̆p,
16494,lấp lánh,"nhĕp  nhĕl, plêr, chrêl chral",Chơ che ̆ r,
16495,lấp loáng,,Hmo ̆ ng hmo ̆ ng,
16496,lập cập,lơ̆p khơ̆p,"Bơbâp, na ̆  hal",
16497,lập cập,lơ̆p khơ̆p,"Bơbâp, na ̆  hal",
16498,lập tức,,Amăng tăm,
16499,lật,"kơlŭp, tak","tak, plơ ̆, Blơ ̆",
16500,lật,"kơlŭp, tak","tak, plơ ̆, Blơ ̆",
16501,lật,"kơlŭp, tak","tak, plơ ̆, Blơ ̆",
16502,lật xe,,Gre blơ ̆,
16503,lâu,nhoy,Đunh,đunh
16504,lâu dài,,Sot,
16505,lâu rồi,,"đunh đai, Đunh bơih",
16506,lâu rồi,,"đunh đai, Đunh bơih",
16507,lầu,,"tăl, Tâng",
16508,lầu,,"tăl, Tâng",
16509,lầu cao,,Tâng kơjung,
16510,lên nhà,,To ̆ k hnam,
16511,lên xe,,"hao gre, Ato ̆ k lăm gre",
16512,lên xe,,"hao gre, Ato ̆ k lăm gre",
16513,lênh đênh,,Kling klơng,
16514,lênh láng,"prễ pră, prẽ kră, prôi","Hơlêm hơlam, hơlam, djrông djrang",
16515,lênh láng,"prễ pră, prẽ kră, prôi","Hơlêm hơlam, hơlam, djrông djrang",
16516,lênh láng,"prễ pră, prẽ kră, prôi","Hơlêm hơlam, hơlam, djrông djrang",
16517,lệnh,,"Nơ ̆ r athe ̆ i, athe ̆i",ploh tơ yung
16518,lệnh,,"Nơ ̆ r athe ̆ i, athe ̆i",ploh tơ yung
16519,lêu lổng,,Tơdrong kơnê ̆,
16520,lều,,Pơxu ̆n,kang kưt 
16521,lì,"pơdong, tơngỉng",Ku ̆n,
16522,lý do,kơdi,Đe ̆i tơdrong,
16523,lịch,,Hla ar li ̆ ch,
16524,lịch sử,tơră,Sơ ̆  ki,
16525,lịch sự,,"Gơh alâng, phep",
16526,lịch sự,,"Gơh alâng, phep",
16527,liếc,kơleng,Blek,hnhăi minh pah măt
16528,liếc nhìn,,Blek blek,
16529,liêm khiết,,Tơbăt bơbrăng,
16530,liếm,"liah, lĕp","laih, Huet",liêh
16531,liếm,"liah, lĕp","laih, Huet",liêh
16532,liên hoan,,Et pơchơt,
16533,liên hồi,,Ưh pơdơh,
16534,liên hợp,,Jơnu ̆m bal,
16535,liên quan,,Đe ̆i bơm,
16536,liên tục,,"pơgrong, Bơbrot",
16537,liên tục,,"pơgrong, Bơbrot",
16538,liên từ,,Ple ̆i nâr pơma tơ til,
16539,liên tưởng,,Kơche ̆ ng truh,
16540,liền,,"tơ lir, Tơxir",rĕnh rê̆
16541,liền,,"tơ lir, Tơxir",rĕnh rê̆
16542,liệng,klơ̆m,Klâm,
16543,liếp,,"Tơnăr, chơneng",
16544,liếp,,"Tơnăr, chơneng",
16545,liếp tre,,Tơnăr kram,
16546,lim,,Pă hơ dơ ̆r,"kơkuh, dơnăng"
16547,lim dim,"tẽp nher, tip nhir, ttfnhäk tdnher, nhoi",Hơanher,gling gling
16548,linh hồn,"bơhol, pơhngol, bơhngol",Pơhngol,
16549,lĩnh,,Io ̆ k,
16550,lính,lĭnh,Linh,
16551,lính gác,,Linh gak,
16552,lít,,Lich,
16553,lo,,Hiâk,"chro, phĭ"
16554,lo lắng,"lơlơ̆k, hiĕng, hiăng, kơkôr",Hiơ ̆k,
16555,lò,,Pơgâu,
16556,lò dò,,Hơdar,
16557,lò xo,,Along sor,
16558,ló,tơro,"Chơ mơ, ânao le ̆ch",
16559,ló,tơro,"Chơ mơ, ânao le ̆ch",
16560,lọ,,Ge ̆l,
16561,lọ hoa,,"get chai pơ kau, Get pơkau",
16562,lọ hoa,,"get chai pơ kau, Get pơkau",
16563,lọ mực,,Get đak mư ̆ c,
16564,lọ thuốc,,Get đak pơgang,
16565,loa,,Loa,
16566,loá sáng,,"blêt, Le ̆ch hơdah",
16567,loá sáng,,"blêt, Le ̆ch hơdah",
16568,loạn luân,,"agăm, Agăm anho ̆ ng oh",
16569,loạn luân,,"agăm, Agăm anho ̆ ng oh",
16570,loang loáng,,Tơblêk tơblak,
16571,loang lổ,,"mak kleng, mêk, Bring brông",
16572,loang lổ,,"mak kleng, mêk, Bring brông",
16573,loang lổ,,"mak kleng, mêk, Bring brông",
16574,loáng thoáng,tang tơch,Wưch,
16575,loạng choạng,,Hơvir,grưng grê
16576,loanh quanh,,"ivơvi ̆ l, Dơduir",
16577,loanh quanh,,"ivơvi ̆ l, Dơduir",
16578,loay hoay,,"dơ dui ̆ nh, Pơpro ̆ l",
16579,loay hoay,,"dơ dui ̆ nh, Pơpro ̆ l",
16580,lõi,,Hơ lie ̆ng,
16581,lom khom,chŭt kochŭr,Tơgo ̆ n,
16582,lómg mía,,Păng kơ tao,
16583,lon ton,,"gơgo ̆ nh, Tơbo ̆ l tơbo ̆ l",
16584,lon ton,,"gơgo ̆ nh, Tơbo ̆ l tơbo ̆ l",
16585,long lanh,bơhiao,Hlơ hlo ̆ ng,
16586,lòng,bơnôh,Klak,tơ̆k bơ̆k
16587,lòng bò,,Klak rơmo,
16588,lòng thòng,"rôi hơrôi, kơjoi",Tơdu ̆ng,
16589,lỏng,,Rơhơi,lơhông
16590,lỏng lẻo,kơhloi,Blo ̆ ng ble ̆nh,lơhông lơhông
16591,lóng,"hơwan, hơdăn, hơpăng, apăng",Păng,
16592,lóng lánh,hnha hnhar,Chơche ̆r,
16593,lóng tre,rơđăn,Păng kram,
16594,lô cốt,,Blô kôih,
16595,lồ ô,,Along bơ 0,
16596,lỗ,polôh,"Lôh, Trôm","pơlô, trôm"
16597,lỗ,polôh,"Lôh, Trôm","pơlô, trôm"
16598,lỗ tai,,Trôm đon,trôm đon
16599,lốc,,Phu ̆t,
16600,lôi kéo,,Đui,
16601,lốì mòn,,"Trong luih, glung",
16602,lốì mòn,,"Trong luih, glung",
16603,lốì ra,,Anăng tơm,
16604,lội,,Găn,tŏk
16605,lội nước,lăt,Găn đak,
16606,lộn,,Wơ ̆l,
16607,lộn xộn,,Tơxu ̆l,
16608,lông,,Sok,sŏk
16609,lông chân,,So ̆ k sop,
16610,lông gà,,So ̆ k ie ̆r,
16611,lông măng,,So ̆ k sop tơ hăng,
16612,lông tay,,So ̆ k sop,
16613,lồng,dơdrŭng,"Hơdru ̆ng, hơdrang",
16614,lồng,dơdrŭng,"Hơdru ̆ng, hơdrang",
16615,lồng gà,,Hơ dru ̆ng ie ̆r,
16616,lộng gió,,Trong kial,
16617,lộng lẫy,prăl prih,Alâng ro ̆,
16618,lộp độp,,Tôk tak,
16619,lột,"lŏ, lak, lek",Lo ̆ ngỉ tơplo,lŏng
16620,lột da,,Lo ̆ ng akar,
16621,lơ là,pơhơi,Pơhori,
16622,lơ lửng,,Kơplah kơplơt,mơhiưch mơhiach
16623,lơ thơ,,Hui hỗ,
16624,lờ đờ,,"Hơđơr, hơ anhơr",
16625,lờ đờ,,"Hơđơr, hơ anhơr",
16626,lờ,tơngu tơngu,"Bơhbơm, hơch",
16627,lờ,tơngu tơngu,"Bơhbơm, hơch",
16628,lỡ cỡ,,Mơlôh,
16629,lỡ lời,,Hoch nâr,
16630,nằm khèo,,Kơango ̆ enh,
16631,nằm lăn lóc,,Bi ̆ ch tơ giăng,
16632,nằm lăn lộn,,Tơglăng,
16633,nằm lăn tròn,,Bi ̆ ch tơ glăng,
16634,nằm nghiêng,,Bi ̆ ch cheng,
16635,nằm ngu ̆,,"tơbi ̆ ch tep, Bi ̆ ch tep",
16636,nằm ngu ̆,,"tơbi ̆ ch tep, Bi ̆ ch tep",
16637,nằm ngửa,,Bi ̆ ch đang,
16638,nằm thẳng,,Bơbrơ ̆ng,
16639,nằm úp,,Bi ̆ ch kơ 'mu ̆ brum,
16640,nắm,,"uh, Kơđôp, pơpe ̆t",tơmon
16641,nắm,,"uh, Kơđôp, pơpe ̆t",tơmon
16642,nắm,,"uh, Kơđôp, pơpe ̆t",tơmon
16643,nắm tay,kơ'dôp,Kơđôp ti,
16644,nắn,,Pe ̆t,bơ̆t
16645,nắn nót,,Pơngeng,
16646,nặn,,Man,
16647,nặn đồ chơi,,Man tơmam ngôi ngơ,
16648,nặn men,,Man huih,
16649,năng,,Hngăm,
16650,nắng,,To ̆,tŏ
16651,nắng vàng,,To ̆  dreng,
16652,nặng,hngăm,Trăp,trăp
16653,nặng nề,,Tơtrăp tơtri ̆ n,
